closed_date,created_date,description,origin,priority,sf_case_id,sf_contact_id,status,subject,type
2024-11-17T18:59:51.000+0000,2026-01-06T10:58:10.000+0000,,Phone,Medium,500g5000004h3ZqAAI,003g5000002B75WAAS,Closed,Motor design hindering performance,Electrical
2026-01-11T03:31:15.000+0000,2026-01-11T03:31:15.000+0000,Customer segment: at_risk. Created: 2023-12-14,Mobile App,Medium,500g5000004wYFAAA2,003g5000002EhOvAAK,Closed,Loan Inquiry,Question
,2026-01-11T03:29:53.000+0000,Customer segment: churned. Created: 2023-11-06,Web,Medium,500g5000004whi9AAA,003g5000002EfRxAAK,Escalated,Mobile App Problem,Problem
,2026-01-11T03:31:17.000+0000,Customer segment: active. Created: 2023-03-27,Web,Medium,500g5000004wkrOAAQ,003g5000002EeMGAA0,New,Loan Inquiry,Question
2026-01-11T03:31:32.000+0000,2026-01-11T03:31:32.000+0000,Customer segment: active. Created: 2025-12-07,Phone,High,500g5000004wkrPAAQ,003g5000002EhgfAAC,Closed,Account Access Issue,Problem
2026-01-11T03:31:57.000+0000,2026-01-11T03:31:57.000+0000,Customer segment: at_risk. Created: 2024-12-24,Email,High,500g5000004wkrQAAQ,003g5000002EhFHAA0,Closed,Account Access Issue,Problem
2026-01-11T03:32:07.000+0000,2026-01-11T03:32:07.000+0000,Customer segment: active. Created: 2024-12-18,Web,Medium,500g5000004wkrRAAQ,003g5000002Egj1AAC,Closed,Mobile App Problem,Problem
2026-01-11T03:32:20.000+0000,2026-01-11T03:32:20.000+0000,Customer segment: active. Created: 2024-10-15,Email,Low,500g5000004wkrSAAQ,003g5000002Efv1AAC,Closed,Interest Rate Question,Question
,2026-01-11T03:32:34.000+0000,Customer segment: churned. Created: 2025-06-22,Mobile App,High,500g5000004wkrTAAQ,003g5000002Eh7DAAS,Working,Transaction Dispute,Problem
,2026-01-11T03:32:57.000+0000,Customer segment: at_risk. Created: 2025-05-07,Web,High,500g5000004wkrUAAQ,003g5000002Ef3rAAC,New,Account Access Issue,Problem
,2026-01-11T03:33:17.000+0000,Customer segment: churned. Created: 2023-10-29,Email,High,500g5000004wkrVAAQ,003g5000002EeHiAAK,Working,ATM Card Issue,Problem
2026-01-11T03:31:48.000+0000,2026-01-11T03:31:48.000+0000,Customer segment: active. Created: 2023-05-01,Phone,High,500g5000004wl7eAAA,003g5000002EhwnAAC,Closed,Account Access Issue,Problem
,2026-01-11T03:32:13.000+0000,Customer segment: churned. Created: 2024-11-23,Web,Medium,500g5000004wl7lAAA,003g5000002EfdIAAS,Working,Card Renewal,Request
,2026-01-11T03:33:08.000+0000,Customer segment: active. Created: 2023-08-30,Web,High,500g5000004wl81AAA,003g5000002Ej4AAAS,New,Transaction Dispute,Problem
,2026-01-11T03:33:13.000+0000,Customer segment: churned. Created: 2023-06-22,Mobile App,High,500g5000004wl82AAA,003g5000002EgcbAAC,Working,ATM Card Issue,Problem
,2026-01-11T03:33:14.000+0000,Customer segment: churned. Created: 2025-04-08,Web,Medium,500g5000004wl83AAA,003g5000002EgcbAAC,Escalated,Loan Inquiry,Question
,2026-01-11T03:32:06.000+0000,Customer segment: at_risk. Created: 2024-02-28,Web,Low,500g5000004wl9YAAQ,003g5000002EhaEAAS,New,Statement Request,Request
2026-01-11T03:32:13.000+0000,2026-01-11T03:32:13.000+0000,Customer segment: churned. Created: 2023-10-07,Mobile App,High,500g5000004wl9bAAA,003g5000002EfdIAAS,Closed,Fraud Alert,Problem
,2026-01-11T03:32:14.000+0000,Customer segment: churned. Created: 2025-04-15,Email,Medium,500g5000004wl9eAAA,003g5000002EfdIAAS,Escalated,Loan Inquiry,Question
,2026-01-11T03:33:24.000+0000,Customer segment: churned. Created: 2025-03-24,Mobile App,High,500g5000004wlA2AAI,003g5000002EjH3AAK,Working,Account Access Issue,Problem
,2026-01-11T03:33:44.000+0000,Customer segment: churned. Created: 2025-12-28,Web,Medium,500g5000004wlAEAAY,003g5000002EjDqAAK,Escalated,Loan Inquiry,Question
2026-01-11T03:30:15.000+0000,2026-01-11T03:30:15.000+0000,Customer segment: churned. Created: 2025-02-01,Web,High,500g5000004wlF6AAI,003g5000002EgFxAAK,Closed,Transaction Dispute,Problem
2026-01-11T03:30:38.000+0000,2026-01-11T03:30:38.000+0000,Customer segment: churned. Created: 2023-12-08,Web,High,500g5000004wlF8AAI,003g5000002EgkbAAC,Closed,ATM Card Issue,Problem
,2026-01-11T03:32:26.000+0000,Customer segment: at_risk. Created: 2025-08-18,Phone,Medium,500g5000004wlFKAAY,003g5000002EfesAAC,Working,Fee Inquiry,Question
,2026-01-11T03:32:46.000+0000,Customer segment: churned. Created: 2025-04-27,Phone,Low,500g5000004wlMIAAY,003g5000002EesYAAS,Escalated,Interest Rate Question,Question
2026-01-11T03:30:16.000+0000,2026-01-11T03:30:16.000+0000,Customer segment: active. Created: 2023-01-10,Web,High,500g5000004wlzcAAA,003g5000002EgHZAA0,Closed,ATM Card Issue,Problem
,2026-01-11T03:31:09.000+0000,Customer segment: at_risk. Created: 2025-08-12,Email,High,500g5000004wlzjAAA,003g5000002EfwcAAC,Working,ATM Card Issue,Problem
,2026-01-11T03:30:15.000+0000,Customer segment: churned. Created: 2023-07-21,Email,High,500g5000004wmEgAAI,003g5000002EgFxAAK,Working,Fraud Alert,Problem
2026-01-11T03:31:55.000+0000,2026-01-11T03:31:55.000+0000,Customer segment: active. Created: 2024-08-08,Email,High,500g5000004wmGNAAY,003g5000002EhryAAC,Closed,Transaction Dispute,Problem
2026-01-11T03:32:09.000+0000,2026-01-11T03:32:09.000+0000,Customer segment: at_risk. Created: 2025-03-02,Phone,High,500g5000004wmMtAAI,003g5000002EeJjAAK,Closed,Fraud Alert,Problem
,2026-01-11T03:29:51.000+0000,Customer segment: at_risk. Created: 2023-12-20,Web,Medium,500g5000004wmZUAAY,003g5000002EfQLAA0,Working,Fee Inquiry,Question
,2026-01-11T03:29:52.000+0000,Customer segment: at_risk. Created: 2023-06-17,Mobile App,High,500g5000004wmZVAAY,003g5000002EfQLAA0,Working,Account Access Issue,Problem
,2026-01-11T03:30:32.000+0000,Customer segment: churned. Created: 2023-12-16,Email,High,500g5000004wmZbAAI,003g5000002Eg1SAAS,Escalated,Account Access Issue,Problem
,2026-01-11T03:33:31.000+0000,Customer segment: at_risk. Created: 2023-07-28,Web,Medium,500g5000004wmvUAAQ,003g5000002EjNVAA0,New,Mobile App Problem,Problem
2026-01-11T03:31:56.000+0000,2026-01-11T03:31:56.000+0000,Customer segment: active. Created: 2024-09-08,Mobile App,High,500g5000004wmzpAAA,003g5000002Eg6LAAS,Closed,Fraud Alert,Problem
,2026-01-11T03:31:59.000+0000,Customer segment: active. Created: 2023-04-21,Phone,High,500g5000004wmzqAAA,003g5000002Ei4rAAC,New,Fraud Alert,Problem
,2026-01-11T03:33:43.000+0000,Customer segment: churned. Created: 2023-03-14,Web,Medium,500g5000004wmzrAAA,003g5000002EjDqAAK,Working,Fee Inquiry,Question
,2026-01-11T03:31:49.000+0000,Customer segment: at_risk. Created: 2025-12-24,Web,Medium,500g5000004wn7iAAA,003g5000002EeKdAAK,New,Card Renewal,Request
,2026-01-11T03:32:03.000+0000,Customer segment: at_risk. Created: 2024-02-04,Phone,Medium,500g5000004wn7jAAA,003g5000002Ei85AAC,New,Loan Inquiry,Question
,2026-01-11T03:31:23.000+0000,Customer segment: at_risk. Created: 2024-07-15,Web,Medium,500g5000004wn9KAAQ,003g5000002EhVNAA0,Working,Card Renewal,Request
2026-01-11T03:31:38.000+0000,2026-01-11T03:31:38.000+0000,Customer segment: active. Created: 2023-10-28,Phone,Medium,500g5000004wn9LAAQ,003g5000002Eg9WAAS,Closed,Card Renewal,Request
,2026-01-11T03:32:21.000+0000,Customer segment: at_risk. Created: 2024-01-23,Mobile App,Low,500g5000004wn9MAAQ,003g5000002Ef2GAAS,Working,Statement Request,Request
2026-01-11T03:32:46.000+0000,2026-01-11T03:32:46.000+0000,Customer segment: churned. Created: 2023-09-19,Phone,Medium,500g5000004wn9NAAQ,003g5000002EesYAAS,Closed,Loan Inquiry,Question
2026-01-11T03:32:55.000+0000,2026-01-11T03:32:55.000+0000,Customer segment: active. Created: 2024-05-09,Mobile App,High,500g5000004wn9OAAQ,003g5000002EgKrAAK,Closed,Account Access Issue,Problem
,2026-01-11T03:33:08.000+0000,Customer segment: churned. Created: 2024-02-18,Email,Medium,500g5000004wn9PAAQ,003g5000002Ej49AAC,Escalated,Mobile App Problem,Problem
2026-01-11T03:33:19.000+0000,2026-01-11T03:33:19.000+0000,Customer segment: active. Created: 2023-06-11,Mobile App,High,500g5000004wn9QAAQ,003g5000002EhToAAK,Closed,Transaction Dispute,Problem
,2026-01-11T03:30:04.000+0000,Customer segment: at_risk. Created: 2023-03-01,Mobile App,Low,500g5000004wnAwAAI,003g5000002Efq9AAC,Working,Statement Request,Request
2026-01-11T03:30:44.000+0000,2026-01-11T03:30:44.000+0000,Customer segment: churned. Created: 2023-09-16,Email,Medium,500g5000004wnAxAAI,003g5000002EguHAAS,Closed,Loan Inquiry,Question
,2026-01-11T03:30:59.000+0000,Customer segment: at_risk. Created: 2025-09-30,Web,Low,500g5000004wnAyAAI,003g5000002EhAPAA0,Working,Statement Request,Request
2026-01-11T03:30:37.000+0000,2026-01-11T03:30:37.000+0000,Customer segment: churned. Created: 2023-04-10,Web,High,500g5000004wnCYAAY,003g5000002EgkbAAC,Closed,Fraud Alert,Problem
2026-01-11T03:30:45.000+0000,2026-01-11T03:30:45.000+0000,Customer segment: at_risk. Created: 2023-12-18,Phone,Medium,500g5000004wnCZAAY,003g5000002EgO2AAK,Closed,Fee Inquiry,Question
2026-01-11T03:30:53.000+0000,2026-01-11T03:30:53.000+0000,Customer segment: active. Created: 2025-11-30,Phone,Medium,500g5000004wnCaAAI,003g5000002EgmEAAS,Closed,Card Renewal,Request
2026-01-11T03:31:02.000+0000,2026-01-11T03:31:02.000+0000,Customer segment: churned. Created: 2024-10-30,Mobile App,Low,500g5000004wnCbAAI,003g5000002EfDVAA0,Closed,Statement Request,Request
,2026-01-11T03:31:23.000+0000,Customer segment: at_risk. Created: 2023-12-08,Web,Low,500g5000004wnCcAAI,003g5000002EhVNAA0,Working,Statement Request,Request
,2026-01-11T03:31:33.000+0000,Customer segment: at_risk. Created: 2025-08-09,Phone,Medium,500g5000004wnCdAAI,003g5000002EhjtAAC,New,Fee Inquiry,Question
,2026-01-11T03:31:57.000+0000,Customer segment: active. Created: 2023-08-19,Email,Low,500g5000004wnCeAAI,003g5000002EhtaAAC,New,Interest Rate Question,Question
2026-01-11T03:32:05.000+0000,2026-01-11T03:32:05.000+0000,Customer segment: churned. Created: 2025-06-21,Email,High,500g5000004wnCfAAI,003g5000002EenfAAC,Closed,Fraud Alert,Problem
,2026-01-11T03:31:54.000+0000,Customer segment: at_risk. Created: 2024-04-29,Phone,Medium,500g5000004wnEAAAY,003g5000002EesUAAS,New,Fee Inquiry,Question
,2026-01-11T03:30:45.000+0000,Customer segment: at_risk. Created: 2024-04-01,Email,Medium,500g5000004wnFmAAI,003g5000002EgO2AAK,New,Mobile App Problem,Problem
,2026-01-11T03:30:45.000+0000,Customer segment: churned. Created: 2025-03-25,Phone,Medium,500g5000004wnFnAAI,003g5000002EgxVAAS,Working,Mobile App Problem,Problem
2026-01-11T03:32:14.000+0000,2026-01-11T03:32:14.000+0000,Customer segment: churned. Created: 2023-03-24,Mobile App,Medium,500g5000004wnFoAAI,003g5000002EfdIAAS,Closed,Mobile App Problem,Problem
,2026-01-11T03:30:04.000+0000,Customer segment: at_risk. Created: 2023-06-07,Mobile App,High,500g5000004wnHzAAI,003g5000002Efq9AAC,Working,ATM Card Issue,Problem
,2026-01-11T03:32:16.000+0000,Customer segment: at_risk. Created: 2024-01-04,Web,High,500g5000004wnI0AAI,003g5000002EhDeAAK,New,ATM Card Issue,Problem
,2026-01-11T03:32:18.000+0000,Customer segment: churned. Created: 2024-10-04,Mobile App,High,500g5000004wnI1AAI,003g5000002EiKzAAK,Escalated,Account Access Issue,Problem
,2026-01-11T03:32:19.000+0000,Customer segment: at_risk. Created: 2024-10-29,Mobile App,Low,500g5000004wnI2AAI,003g5000002EgcZAAS,New,Interest Rate Question,Question
,2026-01-11T03:32:19.000+0000,Customer segment: at_risk. Created: 2024-03-03,Web,Low,500g5000004wnI3AAI,003g5000002EgZMAA0,New,Interest Rate Question,Question
2026-01-11T03:32:27.000+0000,2026-01-11T03:32:27.000+0000,Customer segment: at_risk. Created: 2023-09-21,Mobile App,Medium,500g5000004wnI4AAI,003g5000002EgcaAAC,Closed,Loan Inquiry,Question
2026-01-11T03:32:31.000+0000,2026-01-11T03:32:31.000+0000,Customer segment: active. Created: 2025-07-25,Mobile App,Medium,500g5000004wnI5AAI,003g5000002EgJFAA0,Closed,Fee Inquiry,Question
,2026-01-11T03:32:44.000+0000,Customer segment: active. Created: 2025-04-13,Email,Medium,500g5000004wnI6AAI,003g5000002EiZVAA0,New,Fee Inquiry,Question
,2026-01-11T03:32:48.000+0000,Customer segment: at_risk. Created: 2025-08-01,Web,High,500g5000004wnI7AAI,003g5000002EgxZAAS,New,Fraud Alert,Problem
2026-01-11T03:33:15.000+0000,2026-01-11T03:33:15.000+0000,Customer segment: churned. Created: 2024-10-15,Mobile App,Medium,500g5000004wnI8AAI,003g5000002Ej2YAAS,Closed,Loan Inquiry,Question
2026-01-11T03:32:42.000+0000,2026-01-11T03:32:42.000+0000,Customer segment: at_risk. Created: 2024-06-22,Web,Medium,500g5000004wnVuAAI,003g5000002Egj3AAC,Closed,Fee Inquiry,Question
2026-01-11T03:33:02.000+0000,2026-01-11T03:33:02.000+0000,Customer segment: at_risk. Created: 2023-03-27,Email,Medium,500g5000004wnVvAAI,003g5000002EipeAAC,Closed,Loan Inquiry,Question
2026-01-11T03:31:18.000+0000,2026-01-11T03:31:18.000+0000,Customer segment: at_risk. Created: 2024-02-14,Email,Medium,500g5000004wnXXAAY,003g5000002EhS9AAK,Closed,Fee Inquiry,Question
,2026-01-11T03:31:34.000+0000,Customer segment: at_risk. Created: 2024-03-03,Email,Medium,500g5000004wnXYAAY,003g5000002Eg1UAAS,New,Mobile App Problem,Problem
,2026-01-11T03:31:46.000+0000,Customer segment: at_risk. Created: 2025-09-16,Mobile App,Low,500g5000004wnXZAAY,003g5000002Eh3yAAC,Working,Statement Request,Request
2026-01-11T03:32:53.000+0000,2026-01-11T03:32:53.000+0000,Customer segment: active. Created: 2025-12-19,Web,Low,500g5000004wnZiAAI,003g5000002EgEOAA0,Closed,Statement Request,Request
,2026-01-11T03:33:16.000+0000,Customer segment: churned. Created: 2023-05-15,Web,High,500g5000004wnZmAAI,003g5000002Ej0wAAC,Escalated,Account Access Issue,Problem
,2026-01-11T03:29:41.000+0000,Customer segment: at_risk. Created: 2024-09-20,Mobile App,High,500g5000004wnbXAAQ,003g5000002Ef29AAC,Working,Transaction Dispute,Problem
,2026-01-11T03:30:03.000+0000,Customer segment: at_risk. Created: 2025-10-07,Phone,Medium,500g5000004wnbYAAQ,003g5000002EfN9AAK,New,Mobile App Problem,Problem
,2026-01-11T03:30:09.000+0000,Customer segment: at_risk. Created: 2023-01-19,Web,Medium,500g5000004wnbZAAQ,003g5000002Eg4fAAC,New,Fee Inquiry,Question
,2026-01-11T03:30:16.000+0000,Customer segment: churned. Created: 2023-10-09,Phone,Medium,500g5000004wnbdAAA,003g5000002EgFxAAK,Escalated,Card Renewal,Request
2026-01-11T03:33:23.000+0000,2026-01-11T03:33:23.000+0000,Customer segment: churned. Created: 2023-12-25,Web,High,500g5000004wnbmAAA,003g5000002EjH3AAK,Closed,Account Access Issue,Problem
,2026-01-11T03:29:47.000+0000,Customer segment: active. Created: 2023-07-03,Web,High,500g5000004wncMAAQ,003g5000002EfF3AAK,New,Fraud Alert,Problem
,2026-01-11T03:30:39.000+0000,Customer segment: active. Created: 2024-05-21,Mobile App,Low,500g5000004wncNAAQ,003g5000002EeMEAA0,New,Statement Request,Request
,2026-01-11T03:32:32.000+0000,Customer segment: at_risk. Created: 2023-12-29,Email,High,500g5000004wncOAAQ,003g5000002Efi9AAC,Working,Account Access Issue,Problem
,2026-01-11T03:32:33.000+0000,Customer segment: churned. Created: 2023-02-06,Web,Medium,500g5000004wncPAAQ,003g5000002Eh7DAAS,Working,Card Renewal,Request
,2026-01-11T03:30:06.000+0000,Customer segment: at_risk. Created: 2023-09-06,Mobile App,Medium,500g5000004wnfaAAA,003g5000002EfuzAAC,New,Mobile App Problem,Problem
2026-01-11T03:32:30.000+0000,2026-01-11T03:32:30.000+0000,Customer segment: churned. Created: 2025-05-25,Email,Low,500g5000004wnfbAAA,003g5000002Eg6OAAS,Closed,Interest Rate Question,Question
2026-01-11T03:32:31.000+0000,2026-01-11T03:32:31.000+0000,Customer segment: active. Created: 2023-01-13,Mobile App,Medium,500g5000004wnfcAAA,003g5000002EiRRAA0,Closed,Mobile App Problem,Problem
2026-01-11T03:32:47.000+0000,2026-01-11T03:32:47.000+0000,Customer segment: active. Created: 2023-12-09,Phone,Medium,500g5000004wnfdAAA,003g5000002EicjAAC,Closed,Mobile App Problem,Problem
2026-01-11T03:33:02.000+0000,2026-01-11T03:33:02.000+0000,Customer segment: active. Created: 2024-12-21,Phone,Medium,500g5000004wnfeAAA,003g5000002EisrAAC,Closed,Mobile App Problem,Problem
2026-01-11T03:33:22.000+0000,2026-01-11T03:33:22.000+0000,Customer segment: at_risk. Created: 2024-08-24,Phone,Low,500g5000004wnffAAA,003g5000002EfS0AAK,Closed,Statement Request,Request
,2026-01-11T03:32:54.000+0000,Customer segment: active. Created: 2025-03-26,Mobile App,Medium,500g5000004woAPAAY,003g5000002EeiwAAC,New,Mobile App Problem,Problem
2026-01-11T03:33:04.000+0000,2026-01-11T03:33:04.000+0000,Customer segment: at_risk. Created: 2025-10-03,Email,Medium,500g5000004woAQAAY,003g5000002EhASAA0,Closed,Fee Inquiry,Question
,2026-01-11T03:32:29.000+0000,Customer segment: churned. Created: 2025-02-20,Phone,High,500g5000004woN8AAI,003g5000002Eh0mAAC,Working,ATM Card Issue,Problem
,2026-01-11T03:30:24.000+0000,Customer segment: churned. Created: 2024-04-27,Mobile App,Medium,500g5000004woQNAAY,003g5000002EgMQAA0,Escalated,Loan Inquiry,Question
,2026-01-11T03:30:33.000+0000,Customer segment: churned. Created: 2024-09-19,Web,Low,500g5000004woQOAAY,003g5000002Eg1SAAS,Working,Interest Rate Question,Question
,2026-01-11T03:31:07.000+0000,Customer segment: active. Created: 2023-12-15,Email,Medium,500g5000004woQPAAY,003g5000002Ef0ZAAS,New,Card Renewal,Request
,2026-01-11T03:29:56.000+0000,Customer segment: at_risk. Created: 2023-10-16,Email,Medium,500g5000004woVCAAY,003g5000002EfQMAA0,New,Mobile App Problem,Problem
2026-01-11T03:33:35.000+0000,2026-01-11T03:33:35.000+0000,Customer segment: churned. Created: 2025-03-29,Mobile App,High,500g5000004woVDAAY,003g5000002Ej4BAAS,Closed,Fraud Alert,Problem
,2026-01-11T03:31:31.000+0000,Customer segment: churned. Created: 2025-08-31,Email,Medium,500g5000004woWoAAI,003g5000002EhdRAAS,Working,Fee Inquiry,Question
2026-01-11T03:32:37.000+0000,2026-01-11T03:32:37.000+0000,Customer segment: active. Created: 2023-03-05,Mobile App,Medium,500g5000004wobeAAA,003g5000002EiHmAAK,Closed,Mobile App Problem,Problem
2026-01-11T03:32:38.000+0000,2026-01-11T03:32:38.000+0000,Customer segment: active. Created: 2024-08-26,Web,Medium,500g5000004wobfAAA,003g5000002Ei3GAAS,Closed,Card Renewal,Request
,2026-01-11T03:31:35.000+0000,Customer segment: at_risk. Created: 2023-06-25,Email,Low,500g5000004wodHAAQ,003g5000002EehEAAS,New,Interest Rate Question,Question
2026-01-11T03:32:54.000+0000,2026-01-11T03:32:54.000+0000,Customer segment: active. Created: 2023-06-15,Phone,Medium,500g5000004wodIAAQ,003g5000002EhtbAAC,Closed,Fee Inquiry,Question
2026-01-11T03:31:17.000+0000,2026-01-11T03:31:17.000+0000,Customer segment: at_risk. Created: 2025-03-10,Email,Medium,500g5000004wohqAAA,003g5000002EhS9AAK,Closed,Fee Inquiry,Question
2026-01-11T03:31:21.000+0000,2026-01-11T03:31:21.000+0000,Customer segment: active. Created: 2023-11-03,Web,High,500g5000004wohrAAA,003g5000002EhK6AAK,Closed,Account Access Issue,Problem
,2026-01-11T03:31:54.000+0000,Customer segment: at_risk. Created: 2025-11-12,Phone,High,500g5000004woi2AAA,003g5000002EesUAAS,Working,ATM Card Issue,Problem
2026-01-11T03:29:52.000+0000,2026-01-11T03:29:52.000+0000,Customer segment: at_risk. Created: 2024-08-07,Web,Medium,500g5000004wolPAAQ,003g5000002EfQLAA0,Closed,Card Renewal,Request
,2026-01-11T03:29:52.000+0000,Customer segment: at_risk. Created: 2025-05-25,Email,Medium,500g5000004wolQAAQ,003g5000002EfQLAA0,New,Loan Inquiry,Question
,2026-01-11T03:30:14.000+0000,Customer segment: churned. Created: 2024-05-18,Phone,Low,500g5000004wolRAAQ,003g5000002EgFxAAK,Escalated,Interest Rate Question,Question
2026-01-11T03:30:20.000+0000,2026-01-11T03:30:20.000+0000,Customer segment: active. Created: 2023-04-19,Web,Medium,500g5000004wolSAAQ,003g5000002Ef0YAAS,Closed,Mobile App Problem,Problem
,2026-01-11T03:32:52.000+0000,Customer segment: churned. Created: 2023-12-13,Web,Low,500g5000004wolTAAQ,003g5000002EeJkAAK,Escalated,Statement Request,Request
2026-01-11T03:32:52.000+0000,2026-01-11T03:32:52.000+0000,Customer segment: churned. Created: 2023-05-16,Phone,High,500g5000004wolUAAQ,003g5000002EeJkAAK,Closed,ATM Card Issue,Problem
2026-01-11T03:33:05.000+0000,2026-01-11T03:33:05.000+0000,Customer segment: churned. Created: 2023-01-09,Phone,High,500g5000004wolVAAQ,003g5000002EeNsAAK,Closed,Fraud Alert,Problem
,2026-01-11T03:31:33.000+0000,Customer segment: at_risk. Created: 2023-06-05,Web,Low,500g5000004wopsAAA,003g5000002EhjtAAC,Working,Interest Rate Question,Question
2026-01-11T03:31:52.000+0000,2026-01-11T03:31:52.000+0000,Customer segment: active. Created: 2024-08-05,Web,Medium,500g5000004woq1AAA,003g5000002EhFGAA0,Closed,Loan Inquiry,Question
2026-01-11T03:33:28.000+0000,2026-01-11T03:33:28.000+0000,Customer segment: churned. Created: 2024-12-25,Email,High,500g5000004woq3AAA,003g5000002EjKHAA0,Closed,Fraud Alert,Problem
,2026-01-11T03:33:30.000+0000,Customer segment: at_risk. Created: 2023-07-19,Phone,High,500g5000004woq4AAA,003g5000002EjNVAA0,Working,Fraud Alert,Problem
,2026-01-11T03:30:27.000+0000,Customer segment: at_risk. Created: 2024-05-13,Mobile App,High,500g5000004woqAAAQ,003g5000002EgUTAA0,New,Fraud Alert,Problem
2026-01-11T03:30:45.000+0000,2026-01-11T03:30:45.000+0000,Customer segment: churned. Created: 2023-04-16,Email,High,500g5000004woqBAAQ,003g5000002EgxVAAS,Closed,Fraud Alert,Problem
,2026-01-11T03:31:23.000+0000,Customer segment: at_risk. Created: 2025-05-04,Web,Medium,500g5000004woqCAAQ,003g5000002EhTmAAK,New,Mobile App Problem,Problem
